obs_n,study_id,study_name,effect,se,t_stat,95_lower,95_upper,pcc,se_pcc,se_pcc_precision,est_short_run,est_long_run,est_agg_city,est_agg_subregion,est_agg_region,est_agg_country,est_agg_continent,n_obs,regressands,reg_df,study_size,years_of_schooling,years_of_experience,schooling_years,schooling_levels,wage_log_hourly,wage_log_daily,wage_log_monthly,wage_mean_annual_earnings,data_type_micro,data_type_survey,data_type_national_register,data_cross_section,data_panel,data_avgyear,no_ed,prim_ed,sec_ed,higher_ed,wage_earners,self_employed,gender_male,gender_female,private_sector,public_sector,ethnicity_caucasian,ethnicity_other,sector_rural,sector_urban,country,region_advanced_economies,region_east_asia_and_pacific,region_europe_and_central_asia,region_latin_america_and_caribbean,region_middle_east_and_north_africa,region_south_asia,region_sub_saharan_africa,income_high,income_middle,income_low,med_exp,min_wage,freedom_index,mean_age,method_ols,method_hurdle,method_cohort,method_fe,method_2sls,method_heckman,method_probit,method_IV,ability_direct,ability_proxy,ability_uncontrolled,ability_unmentioned,instr_parents_ed,instr_distance_to_school,instr_other,age_control,age_sq_control,exp_control,exp_sq_control,ethnicity_control,health_control,gender_control,marriage_control,occupation_control,firm_char_control,area_control,macro_var_control,impact_factor,citations,published,unpublished,pub_year,effect_w,se_w,se_precision_w,t_w,significant_w,X
1492,92,Grogger et al. (1995),1.258093300309993,0.5975539423808693,2.105405405405405,0.6605393579291237,1.8556472426908623,0.01504612241175905,0.007146425279012644,139.93009944940763,0,1,0,0,0,1,0,19597,20,19576,20,18,4,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
1493,92,Grogger et al. (1995),-2.224747507357472,0.5258494108299478,-4.230769230769231,-2.7505969181874197,-1.698898096527524,-0.03022448434194545,0.007143969026278016,139.97821047678823,0,1,0,0,0,1,0,19597,20,19576,20,13,9,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
1494,92,Grogger et al. (1995),3.938002614055858,0.4394013652953431,8.962199312714775,3.498601248760515,4.377403979351201,0.0702354616973187,0.0078368555804907,127.60219832166226,0,1,0,0,0,1,0,16223,20,16202,20,18,4,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,0,1,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
1495,92,Grogger et al. (1995),2.805641868527808,0.4733596122647972,5.927083333333334,2.3322822562630106,3.2790014807926053,0.04651428989270174,0.007847753655007676,127.4249987908192,0,1,0,0,0,1,0,16223,20,16202,20,13,9,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,0,1,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
1496,93,Harmon et al. (1995),6.13,0.1,6.03,6.03,6.2299999999999995,0.03252228455732428,0.005393413691098554,185.4113289418961,0,1,0,0,0,0,1,34363,21,34341,3,10.15,22.590000000000003,1,0,0,0,0,1,0,1,0,0,1,1982,NA,NA,NA,NA,1,0,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,13531,245,0.924,38.74,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3.007,888,1,0,16,NA,NA,NA,NA,NA,X
1497,93,Harmon et al. (1995),15.25,1.5,13.75,13.75,16.75,0.07399527966755899,0.005381474884913381,185.82266411823935,0,1,0,0,0,0,1,34363,21,34341,3,10.15,22.590000000000003,1,0,0,0,0,1,0,1,0,0,1,1982,NA,NA,NA,NA,1,0,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,13531,245,0.924,38.74,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,3.007,888,1,0,16,NA,NA,NA,NA,NA,X
1498,93,Harmon et al. (1995),16.88,0.7,16.18,16.18,17.58,0.08698070905925506,0.005375816381906988,186.01825824364659,0,1,0,0,0,0,1,34363,21,34341,3,10.15,22.590000000000003,1,0,0,0,0,1,0,1,0,0,1,1982,NA,NA,NA,NA,1,0,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,13531,245,0.924,38.74,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3.007,888,1,0,16,NA,NA,NA,NA,NA,X
1499,94,Harmon et al. (1999),4.95,0.05,99,4.9,5,0.35346324209475505,0.0035703357787349,280.08570117019536,0,1,0,0,0,0,1,68676,28,68647,8,9.43,20.07,1,0,1,0,0,0,0,1,0,0,1,1984,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,1,0,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,14398,243,0.924,35.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.781,100,1,0,20,NA,NA,NA,NA,NA,X
1500,94,Harmon et al. (1999),21.03,1.85,11.367567567567567,19.18,22.880000000000003,0.04334593623564844,0.0038131232542058784,262.2522098904092,0,1,0,0,0,0,1,68676,28,68647,8,9.43,20.07,1,0,1,0,0,0,0,1,0,0,1,1984,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,1,0,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,14398,243,0.924,35.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0.781,100,1,0,20,NA,NA,NA,NA,NA,X
1501,94,Harmon et al. (1999),23.4,2.53,9.24901185770751,20.869999999999997,25.93,0.03527882614623506,0.003814334621793791,262.16892306363087,0,1,0,0,0,0,1,68676,28,68647,8,9.43,20.07,1,0,1,0,0,0,0,1,0,0,1,1984,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,1,0,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,14398,243,0.924,35.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0.781,100,1,0,20,NA,NA,NA,NA,NA,X
1502,94,Harmon et al. (1999),20.62,1.93,10.683937823834198,18.69,22.55,0.04074363730766865,0.0038135412222987625,262.2234667748551,0,1,0,0,0,0,1,68676,28,68647,8,9.43,20.07,1,0,1,0,0,0,0,1,0,0,1,1984,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,1,0,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,14398,243,0.924,35.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0.781,100,1,0,20,NA,NA,NA,NA,NA,X
1503,94,Harmon et al. (1999),9.84,0.17,57.882352941176464,9.67,10.01,0.2157187378433399,0.0037268481131471328,268.32325054308455,0,1,0,0,0,0,1,68676,28,68647,8,9.43,20.07,1,0,1,0,0,0,0,1,0,0,1,1984,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,1,0,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,14398,243,0.924,35.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.781,100,1,0,20,NA,NA,NA,NA,NA,X
1504,94,Harmon et al. (1999),9.4,3.66,2.568306010928962,5.74,13.06,0.009802009578485515,0.0038165271337507432,262.0183127107069,0,1,0,0,0,0,1,68676,28,68647,8,9.43,20.07,1,0,1,0,0,0,0,1,0,0,1,1984,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,1,0,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,14398,243,0.924,35.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0.781,100,1,0,20,NA,NA,NA,NA,NA,X
1505,94,Harmon et al. (1999),13.33,5.04,2.6448412698412698,8.29,18.37,0.01009407913930861,0.0038165160436695717,262.0190740868738,0,1,0,0,0,0,1,68676,28,68647,8,9.43,20.07,1,0,1,0,0,0,0,1,0,0,1,1984,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,1,0,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,14398,243,0.924,35.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0.781,100,1,0,20,NA,NA,NA,NA,NA,X
1506,94,Harmon et al. (1999),0.38,5.71,0.06654991243432574,-5.33,6.09,2.540017408205253e-4,0.0038167103686452624,262.00573358018494,0,1,0,0,0,0,1,68676,28,68647,8,9.43,20.07,1,0,1,0,0,0,0,1,0,0,1,1984,0.13719999999999999,0.2238,0.28599999999999998,0.35299999999999998,1,0,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,14398,243,0.924,35.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0.781,100,1,0,20,NA,NA,NA,NA,NA,X
1507,95,Harmon et al. (2003),10.9,0.2,54.5,10.700000000000001,11.1,0.48757497423835405,0.008946329802538606,111.77768113536798,0,1,0,0,0,0,1,9550,25,9524,16,11.3163,26.8637,1,0,0,0,0,1,0,1,0,0,1,2000,6.8599999999999994E-2,6.8599999999999994E-2,0.67910000000000004,0.1837,0.50700000000000001,0.49299999999999999,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,24477,1503,0.939,44.18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2.388,860,1,0,24,NA,NA,NA,NA,NA,X
1508,95,Harmon et al. (2003),10.9,0.2,54.5,10.700000000000001,11.1,0.48757497423835405,0.008946329802538606,111.77768113536798,0,1,0,0,0,0,1,9550,25,9524,16,11.3163,26.8637,1,0,0,0,0,1,0,1,0,0,1,2000,6.8599999999999994E-2,6.8599999999999994E-2,0.67910000000000004,0.1837,0.50700000000000001,0.49299999999999999,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,24477,1503,0.939,44.18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2.388,860,1,0,24,NA,NA,NA,NA,NA,X
1509,95,Harmon et al. (2003),10.3,0.2,51.5,10.100000000000001,10.5,0.4667135940738575,0.009062399884929271,110.34604659887006,0,1,0,0,0,0,1,9550,25,9524,16,11.3163,26.8637,1,0,0,0,0,1,0,1,0,0,1,2000,6.8599999999999994E-2,6.8599999999999994E-2,0.67910000000000004,0.1837,0.50700000000000001,0.49299999999999999,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,24477,1503,0.939,44.18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2.388,860,1,0,24,NA,NA,NA,NA,NA,X
1510,95,Harmon et al. (2003),10.2,0.3,34,9.899999999999999,10.5,0.328998024879378,0.009676412496452295,103.3440854621105,0,1,0,0,0,0,1,9550,25,9524,16,11.3163,26.8637,1,0,0,0,0,1,0,1,0,0,1,2000,6.8599999999999994E-2,6.8599999999999994E-2,0.67910000000000004,0.1837,0.50700000000000001,0.49299999999999999,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,24477,1503,0.939,44.18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2.388,860,1,0,24,NA,NA,NA,NA,NA,X
1511,95,Harmon et al. (2003),6.41,0.2,32.05,6.21,6.61,0.3055541712451147,0.009533671489707166,104.89138429823491,0,1,0,0,0,0,1,10001,25,9975,16,11.3163,26.8637,1,0,0,0,0,1,0,1,0,0,1,2000,6.8599999999999994E-2,6.8599999999999994E-2,0.67910000000000004,0.1837,1,0,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,24477,1503,0.939,44.18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2.388,860,1,0,24,NA,NA,NA,NA,NA,X
1512,95,Harmon et al. (2003),10.27,0.2,51.349999999999994,10.07,10.469999999999999,0.4656493200916029,0.009068146447743,110.27611935500812,0,1,0,0,0,0,1,9550,25,9524,16,11.3163,26.8637,1,0,0,0,0,1,0,1,0,0,1,2000,6.8599999999999994E-2,6.8599999999999994E-2,0.67910000000000004,0.1837,1,0,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,24477,1503,0.939,44.18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2.388,860,1,0,24,NA,NA,NA,NA,NA,X
1513,95,Harmon et al. (2003),6.91,0.3,23.033333333333335,6.61,7.21,0.22472309996116707,0.009756429810180914,102.49650942566018,0,1,0,0,0,0,1,10001,25,9975,16,11.3163,26.8637,1,0,0,0,0,1,0,1,0,0,1,2000,6.8599999999999994E-2,6.8599999999999994E-2,0.67910000000000004,0.1837,1,0,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,24477,1503,0.939,44.18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2.388,860,1,0,24,NA,NA,NA,NA,NA,X
1514,95,Harmon et al. (2003),10.32,0.2,51.6,10.120000000000001,10.52,0.46742198575187444,0.009058565615346403,110.39275338535587,0,1,0,0,0,0,1,9550,25,9524,16,11.3163,26.8637,1,0,0,0,0,1,0,1,0,0,1,2000,6.8599999999999994E-2,6.8599999999999994E-2,0.67910000000000004,0.1837,1,0,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,24477,1503,0.939,44.18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2.388,860,1,0,24,NA,NA,NA,NA,NA,X
1515,95,Harmon et al. (2003),5.14,0.8,6.424999999999999,4.34,5.9399999999999995,0.1543703923680783,0.02402652021293048,41.620675451030344,0,1,0,0,0,0,1,1717,25,1691,16,11.3163,26.8637,1,0,0,0,0,1,0,1,0,0,1,2000,6.8599999999999994E-2,6.8599999999999994E-2,0.67910000000000004,0.1837,0,1,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,24477,1503,0.939,44.18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2.388,860,1,0,24,NA,NA,NA,NA,NA,X
1516,95,Harmon et al. (2003),7.63,1.5,5.086666666666667,6.13,9.129999999999999,0.21440139961648083,0.042149685376765555,23.724969500038938,0,1,0,0,0,0,1,563,25,537,16,11.3163,26.8637,1,0,0,0,0,1,0,1,0,0,1,2000,6.8599999999999994E-2,6.8599999999999994E-2,0.67910000000000004,0.1837,0,1,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,24477,1503,0.939,44.18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2.388,860,1,0,24,NA,NA,NA,NA,NA,X
1517,95,Harmon et al. (2003),5.52,2.2,2.509090909090909,3.3199999999999994,7.72,0.060902856446787106,0.024272877569371677,41.19824677325581,0,1,0,0,0,0,1,1717,25,1691,16,11.3163,26.8637,1,0,0,0,0,1,0,1,0,0,1,2000,6.8599999999999994E-2,6.8599999999999994E-2,0.67910000000000004,0.1837,0,1,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,24477,1503,0.939,44.18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2.388,860,1,0,24,NA,NA,NA,NA,NA,X
1518,95,Harmon et al. (2003),7.84,6.6,1.187878787878788,1.2400000000000002,14.44,0.05119353772543678,0.04309660063620952,23.203686259185037,0,1,0,0,0,0,1,563,25,537,16,11.3163,26.8637,1,0,0,0,0,1,0,1,0,0,1,2000,6.8599999999999994E-2,6.8599999999999994E-2,0.67910000000000004,0.1837,0,1,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,24477,1503,0.939,44.18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2.388,860,1,0,24,NA,NA,NA,NA,NA,X
1519,95,Harmon et al. (2003),10.6,1.4,7.571428571428572,9.2,12,0.06001830100059107,0.007926945415172405,126.15199772739331,0,1,0,0,0,0,1,15866,8,15857,16,8.931,27.069000000000003,1,0,0,0,0,1,0,1,0,0,1,2000,0.12,0.42699999999999999,0.14199999999999996,0.311,NA,NA,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,24477,1503,0.939,42,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2.388,860,1,0,24,NA,NA,NA,NA,NA,X
1520,95,Harmon et al. (2003),8.9,0.9,9.88888888888889,8,9.8,0.08049918948110571,0.008140367475617432,122.84457710235641,0,1,0,0,0,0,1,15002,8,14993,16,8.931,27.069000000000003,1,0,0,0,0,1,0,1,0,0,1,2000,0.12,0.42699999999999999,0.14199999999999996,0.311,NA,NA,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,24477,1503,0.939,42,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2.388,860,1,0,24,NA,NA,NA,NA,NA,X
1521,95,Harmon et al. (2003),7.7,1.3,5.923076923076923,6.4,9,0.04698475458523155,0.007932491033870262,126.06380463970093,0,1,0,0,0,0,1,15866,8,15857,16,8.931,27.069000000000003,1,0,0,0,0,1,0,1,0,0,1,2000,0.12,0.42699999999999999,0.14199999999999996,0.311,NA,NA,1,0,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,24477,1503,0.939,42,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2.388,860,1,0,24,NA,NA,NA,NA,NA,X
1522,95,Harmon et al. (2003),5.7,0.9,6.333333333333333,4.8,6.6000000000000005,0.051654470322291424,0.008155968998256541,122.60958816956817,0,1,0,0,0,0,1,15002,8,14993,16,8.931,27.069000000000003,1,0,0,0,0,1,0,1,0,0,1,2000,0.12,0.42699999999999999,0.14199999999999996,0.311,NA,NA,0,1,NA,NA,1,0,NA,NA,United Kingdom,1,0,1,0,0,0,0,1,0,0,24477,1503,0.939,42,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2.388,860,1,0,24,NA,NA,NA,NA,NA,X
1523,96,Heckman et al. (2006),12.5,0.07,178.57142857142856,12.43,12.57,0.7352681674637904,0.004117501737797228,242.86571413445907,0,1,0,0,0,1,0,27100,3,27096,12,9.7,11.9,1,0,0,0,0,1,0,0,1,0,1,1940,6.5000000000000002E-2,0.40699999999999997,0.34100000000000003,0.187,0.84799999999999998,0.15200000000000002,1,0,0.64600000000000002,0.35399999999999998,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,15113,528,0.794,29.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.298,1427,1,0,27,NA,NA,NA,NA,NA,X
1524,96,Heckman et al. (2006),10.58,0.09,117.55555555555556,10.49,10.67,0.5590579501598054,0.004755691447484167,210.27436515651476,0,1,0,0,0,1,0,30400,3,30396,12,10.7,13.1,1,0,0,0,0,1,0,0,1,0,1,1950,3.3000000000000002E-2,0.23400000000000001,0.47699999999999998,0.25600000000000001,0.85899999999999999,0.14100000000000001,1,0,0.64100000000000001,0.35899999999999999,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,15635,810,0.744,30.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.298,1427,1,0,27,NA,NA,NA,NA,NA,X
1525,96,Heckman et al. (2006),11.52,0.05,230.39999999999998,11.469999999999999,11.57,0.773694021073892,0.003358046966466545,297.79214227376787,0,1,0,0,0,1,0,35600,3,35596,12,11.7,14.2,1,0,0,0,0,1,0,0,1,0,1,1960,0.02,0.128,0.48599999999999999,0.36599999999999999,0.878,0.122,1,0,0.60599999999999998,0.39400000000000002,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,16156,1588,0.868,32.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.298,1427,1,0,27,NA,NA,NA,NA,NA,X
1526,96,Heckman et al. (2006),11.79,0.03,393,11.76,11.819999999999999,0.8753999876094252,0.0022274808845023533,448.9376348670271,0,1,0,0,0,1,0,47100,3,47096,12,12.7,15.2,1,0,0,0,0,1,0,0,1,0,1,1970,1.4999999999999999E-2,6.7000000000000004E-2,0.441,0.47699999999999998,0.89800000000000002,0.10199999999999998,1,0,0.58399999999999996,0.41600000000000004,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,15553,1935,0.897,33.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.298,1427,1,0,27,NA,NA,NA,NA,NA,X
1527,96,Heckman et al. (2006),10.23,0.02,511.5,10.21,10.25,0.6798110579206547,0.001329053876677722,752.4149453592744,0,1,0,0,0,1,0,304500,3,304496,12,13.5,16.2,1,0,0,0,0,1,0,0,1,0,1,1980,1.2E-2,3.9E-2,0.36199999999999999,0.58599999999999997,0.91200000000000003,8.7999999999999967E-2,1,0,0.57399999999999995,0.42600000000000005,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,35.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.298,1427,1,0,27,NA,NA,NA,NA,NA,X
1528,96,Heckman et al. (2006),12.92,0.02,646,12.9,12.94,0.7171971716261449,0.0011102123399785526,900.7285939726794,0,1,0,0,0,1,0,394000,3,393996,12,14.5,17.5,1,0,0,0,0,1,0,0,1,0,1,1990,8.9999999999999993E-3,2.1000000000000001E-2,0.27700000000000002,0.69299999999999995,0.92,7.999999999999996E-2,1,0,0.58199999999999996,0.41800000000000004,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,24883,1325,0.921,36.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.298,1427,1,0,27,NA,NA,NA,NA,NA,X
1529,96,Heckman et al. (2006),8.71,0.22,39.59090909090909,8.49,8.930000000000001,0.233846739175391,0.005906576649665445,169.3028058912333,0,1,0,0,0,1,0,27100,3,27096,12,8.6,12.5,1,0,0,0,0,1,0,0,1,0,1,1940,0.13300000000000001,0.53500000000000003,0.254,7.8E-2,0.878,0.122,1,0,0.70499999999999996,0.29500000000000004,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,15113,528,0.794,30.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.298,1427,1,0,27,NA,NA,NA,NA,NA,X
1530,96,Heckman et al. (2006),9.98,0.3,33.26666666666667,9.68,10.280000000000001,0.18742848595822648,0.005634122824395584,177.48991833653852,0,1,0,0,0,1,0,30400,3,30396,12,9.5,13.4,1,0,0,0,0,1,0,0,1,0,1,1950,6.4000000000000001E-2,0.378,0.41699999999999998,0.14099999999999999,0.80400000000000005,0.19599999999999995,1,0,0.68700000000000006,0.31299999999999994,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,15635,810,0.744,31.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.298,1427,1,0,27,NA,NA,NA,NA,NA,X
1531,96,Heckman et al. (2006),10.34,0.16,64.625,10.18,10.5,0.3240482705844563,0.005014286585446131,199.430164782061,0,1,0,0,0,1,0,35600,3,35596,12,10.4,14.7,1,0,0,0,0,1,0,0,1,0,1,1960,3.6999999999999998E-2,0.23499999999999999,0.48599999999999999,0.24199999999999999,0.83899999999999997,0.16100000000000003,1,0,0.63800000000000001,0.36199999999999999,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,16156,1588,0.868,33.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.298,1427,1,0,27,NA,NA,NA,NA,NA,X
1532,96,Heckman et al. (2006),11,0.12,91.66666666666667,10.88,11.12,0.3891076144716573,0.004244810339690807,235.58178575131353,0,1,0,0,0,1,0,47100,3,47096,12,11.4,15.7,1,0,0,0,0,1,0,0,1,0,1,1970,2.5000000000000001E-2,0.10299999999999999,0.41399999999999998,0.45800000000000002,0.879,0.121,1,0,0.61099999999999999,0.38900000000000001,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,15553,1935,0.897,34.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.298,1427,1,0,27,NA,NA,NA,NA,NA,X
1533,96,Heckman et al. (2006),11.76,0.09,130.66666666666666,11.67,11.85,0.23042372842043357,0.0017634469011767874,567.0712281343305,0,1,0,0,0,1,0,304500,3,304496,12,12.4,16.7,1,0,0,0,0,1,0,0,1,0,1,1980,2.5000000000000001E-2,6.8000000000000005E-2,0.33900000000000002,0.56799999999999995,0.89700000000000002,0.10299999999999998,1,0,0.61599999999999999,0.38400000000000001,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,34.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.298,1427,1,0,27,NA,NA,NA,NA,NA,X
